id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
14352	夢幻獨角獸		9C	E8	A9	-1
14353	夢幻獨角獸		9C	E8	A9	-1
14354	夢幻獨角獸		9C	E8	A9	-1
14355	夢幻獨角獸		9C	E8	A9	-1
14356	夢幻獨角獸		9C	E8	A9	-1
14357	夢幻獨角獸		9C	E8	A9	-1
14358	夢幻獨角獸		9C	E8	A9	-1
14359	夢幻獨角獸		9C	E8	A9	-1
14360	夢幻獨角獸		9C	E8	A9	-1
14361	夢幻獨角獸		9C	E8	A9	-1
14362	夢幻獨角獸		9C	E8	A9	-1
14363	夢幻獨角獸		9C	E8	A9	-1
14364	夢幻獨角獸		9C	E8	A9	-1
14365	夢幻獨角獸		9C	E8	A9	-1
14366	夢幻獨角獸		9C	E8	A9	-1
14367	夢幻獨角獸		9C	E8	A9	-1
14368	夢幻獨角獸		9C	E8	A9	-1
14369	夢幻獨角獸		9C	E8	A9	-1
14370	夢幻獨角獸		9C	E8	A9	-1
14371	夢幻獨角獸		9C	E8	A9	-1
14372	夢幻獨角獸		9C	E8	A9	-1
14373	夢幻獨角獸		9C	E8	A9	-1
14374	夢幻獨角獸		9C	E8	A9	-1
14375	夢幻獨角獸		9C	E8	A9	-1
14376	夢幻獨角獸		9C	E8	A9	-1
14377	夢幻獨角獸		9C	E8	A9	-1
14378	夢幻獨角獸		9C	E8	A9	-1
14379	夢幻獨角獸		9C	E8	A9	-1
14380	夢幻獨角獸		9C	E8	A9	-1
14381	夢幻獨角獸		9C	E8	A9	-1
14382	夢幻獨角獸		9C	E8	A9	-1
14383	夢幻獨角獸		9C	E8	A9	-1
14384	夢幻獨角獸		9C	E8	A9	-1
14385	夢幻獨角獸		9C	E8	A9	-1
14386	夢幻獨角獸		9C	E8	A9	-1
14387	夢幻獨角獸		9C	E8	A9	-1
14388	夢幻獨角獸		9C	E8	A9	-1
14389	夢幻獨角獸		9C	E8	A9	-1
14390	夢幻獨角獸		9C	E8	A9	-1
14391	藍眼獨角獸		9C	E8	A9	-1
14392	藍眼獨角獸		9C	E8	A9	-1
14393	藍眼獨角獸		9C	E8	A9	-1
14394	藍眼獨角獸		9C	E8	A9	-1
14395	藍眼獨角獸		9C	E8	A9	-1
14396	藍眼獨角獸		9C	E8	A9	-1
14397	藍眼獨角獸		9C	E8	A9	-1
14398	藍眼獨角獸		9C	E8	A9	-1
14399	藍眼獨角獸		9C	E8	A9	-1
14400	藍眼獨角獸		9C	E8	A9	-1
14401	藍眼獨角獸		9C	E8	A9	-1
14402	藍眼獨角獸		9C	E8	A9	-1
14403	藍眼獨角獸		9C	E8	A9	-1
14404	藍眼獨角獸		9C	E8	A9	-1
14405	藍眼獨角獸		9C	E8	A9	-1
14406	藍眼獨角獸		9C	E8	A9	-1
14407	藍眼獨角獸		9C	E8	A9	-1
14408	藍眼獨角獸		9C	E8	A9	-1
14409	藍眼獨角獸		9C	E8	A9	-1
14410	藍眼獨角獸		9C	E8	A9	-1
14411	藍眼獨角獸		9C	E8	A9	-1
14412	藍眼獨角獸		9C	E8	A9	-1
14413	藍眼獨角獸		9C	E8	A9	-1
14414	藍眼獨角獸		9C	E8	A9	-1
14415	藍眼獨角獸		9C	E8	A9	-1
14416	藍眼獨角獸		9C	E8	A9	-1
14417	藍眼獨角獸		9C	E8	A9	-1
14418	藍眼獨角獸		9C	E8	A9	-1
14419	藍眼獨角獸		9C	E8	A9	-1
14420	藍眼獨角獸		9C	E8	A9	-1
14421	藍眼獨角獸		9C	E8	A9	-1
14422	藍眼獨角獸		9C	E8	A9	-1
14423	藍眼獨角獸		9C	E8	A9	-1
14424	藍眼獨角獸		9C	E8	A9	-1
14425	藍眼獨角獸		9C	E8	A9	-1
14426	藍眼獨角獸		9C	E8	A9	-1
14427	藍眼獨角獸		9C	E8	A9	-1
14428	藍眼獨角獸		9C	E8	A9	-1
14429	藍眼獨角獸		9C	E8	A9	-1
14430	藍眼獨角獸		9C	E8	A9	-1
14431	藍眼獨角獸		9C	E8	A9	-1
14432	藍眼獨角獸		9C	E8	A9	-1
14433	藍眼獨角獸		9C	E8	A9	-1
14434	藍眼獨角獸		9C	E8	A9	-1
14435	天使獨角獸		9C	E8	A9	-1
14436	天使獨角獸		9C	E8	A9	-1
14437	天使獨角獸		9C	E8	A9	-1
14438	天使獨角獸		9C	E8	A9	-1
14439	天使獨角獸		9C	E8	A9	-1
14440	天使獨角獸		9C	E8	A9	-1
14441	天使獨角獸		9C	E8	A9	-1
14442	天使獨角獸		9C	E8	A9	-1
14443	天使獨角獸		9C	E8	A9	-1
14444	天使獨角獸		9C	E8	A9	-1
14449	天使獨角獸		9C	E8	A9	-1
14450	天使獨角獸		9C	E8	A9	-1
14451	天使獨角獸		9C	E8	A9	-1
14452	天使獨角獸		9C	E8	A9	-1
14453	天使獨角獸		9C	E8	A9	-1
14454	天使獨角獸		9C	E8	A9	-1
14455	天使獨角獸		9C	E8	A9	-1
14456	天使獨角獸		9C	E8	A9	-1
14457	天使獨角獸		9C	E8	A9	-1
14458	天使獨角獸		9C	E8	A9	-1
14459	天使獨角獸		9C	E8	A9	-1
14460	天使獨角獸		9C	E8	A9	-1
14461	天使獨角獸		9C	E8	A9	-1
14462	天使獨角獸		9C	E8	A9	-1
14463	天使獨角獸		9C	E8	A9	-1
14464	天使獨角獸		9C	E8	A9	-1
14465	天使獨角獸		9C	E8	A9	-1
14466	天使獨角獸		9C	E8	A9	-1
14467	天使獨角獸		9C	E8	A9	-1
14468	天使獨角獸		9C	E8	A9	-1
14469	天使獨角獸		9C	E8	A9	-1
14470	天使獨角獸		9C	E8	A9	-1
14471	天使獨角獸		9C	E8	A9	-1
14472	天使獨角獸		9C	E8	A9	-1
14473	天使獨角獸		9C	E8	A9	-1
14474	天使獨角獸		9C	E8	A9	-1
14475	天使獨角獸		9C	E8	A9	-1
14476	天使獨角獸		9C	E8	A9	-1
14477	天使獨角獸		9C	E8	A9	-1
14478	天使獨角獸		9C	E8	A9	-1
14479	闇魔		9C	E8	A9	-1
14480	闇魔		9C	E8	A9	-1
14481	闇魔		9C	E8	A9	-1
14482	闇魔		9C	E8	A9	-1
14483	闇魔		9C	E8	A9	-1
14484	闇魔		9C	E8	A9	-1
14485	闇魔		9C	E8	A9	-1
14486	闇魔		9C	E8	A9	-1
14487	闇魔		9C	E8	A9	-1
14488	闇魔		9C	E8	A9	-1
14489	闇魔		9C	E8	A9	-1
14490	闇魔		9C	E8	A9	-1
14491	闇魔		9C	E8	A9	-1
14492	闇魔		9C	E8	A9	-1
14493	闇魔		9C	E8	A9	-1
14494	闇魔		9C	E8	A9	-1
14495	闇魔		9C	E8	A9	-1
14496	闇魔		9C	E8	A9	-1
14497	闇魔		9C	E8	A9	-1
14498	闇魔		9C	E8	A9	-1
14499	闇魔		9C	E8	A9	-1
14500	闇魔		9C	E8	A9	-1
14501	闇魔		9C	E8	A9	-1
14502	闇魔		9C	E8	A9	-1
14503	闇魔		9C	E8	A9	-1
14504	闇魔		9C	E8	A9	-1
14505	闇魔		9C	E8	A9	-1
14506	闇魔		9C	E8	A9	-1
14507	闇魔		9C	E8	A9	-1
14508	闇魔		9C	E8	A9	-1
14509	闇魔		9C	E8	A9	-1
14510	闇魔		9C	E8	A9	-1
14511	闇魔		9C	E8	A9	-1
14512	闇魔		9C	E8	A9	-1
14513	闇魔		9C	E8	A9	-1
14514	闇魔		9C	E8	A9	-1
14515	闇魔		9C	E8	A9	-1
14516	闇魔		9C	E8	A9	-1
14517	闇魔		9C	E8	A9	-1
14518	闇魔		9C	E8	A9	-1
14519	闇魔		9C	E8	A9	-1
14520	闇魔		9C	E8	A9	-1
14521	闇魔		9C	E8	A9	-1
14522	闇魔		9C	E8	A9	-1
14523	闇魔		9C	E8	A9	-1
14524	闇魔		9C	E8	A9	-1
14525	闇魔		9C	E8	A9	-1
14526	闇魔		9C	E8	A9	-1
14527	影魔		9C	E8	A9	-1
14528	影魔		9C	E8	A9	-1
14529	影魔		9C	E8	A9	-1
14530	影魔		9C	E8	A9	-1
14531	影魔		9C	E8	A9	-1
14532	影魔		9C	E8	A9	-1
14533	影魔		9C	E8	A9	-1
14534	影魔		9C	E8	A9	-1
14535	影魔		9C	E8	A9	-1
14536	影魔		9C	E8	A9	-1
14537	影魔		9C	E8	A9	-1
14538	影魔		9C	E8	A9	-1
14539	影魔		9C	E8	A9	-1
14540	影魔		9C	E8	A9	-1
14541	影魔		9C	E8	A9	-1
14542	影魔		9C	E8	A9	-1
14543	影魔		9C	E8	A9	-1
14544	影魔		9C	E8	A9	-1
14545	影魔		9C	E8	A9	-1
14546	影魔		9C	E8	A9	-1
14547	影魔		9C	E8	A9	-1
14548	影魔		9C	E8	A9	-1
14549	影魔		9C	E8	A9	-1
14550	影魔		9C	E8	A9	-1
14551	影魔		9C	E8	A9	-1
14552	影魔		9C	E8	A9	-1
14553	影魔		9C	E8	A9	-1
14554	影魔		9C	E8	A9	-1
14555	影魔		9C	E8	A9	-1
14556	影魔		9C	E8	A9	-1
14557	影魔		9C	E8	A9	-1
14558	影魔		9C	E8	A9	-1
14559	影魔		9C	E8	A9	-1
14560	影魔		9C	E8	A9	-1
14561	影魔		9C	E8	A9	-1
14562	影魔		9C	E8	A9	-1
14563	影魔		9C	E8	A9	-1
14564	影魔		9C	E8	A9	-1
14565	影魔		9C	E8	A9	-1
14566	影魔		9C	E8	A9	-1
14567	影魔		9C	E8	A9	-1
14568	影魔		9C	E8	A9	-1
14569	影魔		9C	E8	A9	-1
14570	影魔		9C	E8	A9	-1
14571	影魔		9C	E8	A9	-1
14572	影魔		9C	E8	A9	-1
14573	影魔		9C	E8	A9	-1
14574	影魔		9C	E8	A9	-1
14575	失魂者		9C	E8	A9	-1
14576	失魂者		9C	E8	A9	-1
14577	失魂者		9C	E8	A9	-1
14578	失魂者		9C	E8	A9	-1
14579	失魂者		9C	E8	A9	-1
14580	失魂者		9C	E8	A9	-1
14581	失魂者		9C	E8	A9	-1
14582	失魂者		9C	E8	A9	-1
14583	失魂者		9C	E8	A9	-1
14584	失魂者		9C	E8	A9	-1
14585	失魂者		9C	E8	A9	-1
14586	失魂者		9C	E8	A9	-1
14587	失魂者		9C	E8	A9	-1
14588	失魂者		9C	E8	A9	-1
14589	失魂者		9C	E8	A9	-1
14590	失魂者		9C	E8	A9	-1
14591	失魂者		9C	E8	A9	-1
14592	失魂者		9C	E8	A9	-1
14593	失魂者		9C	E8	A9	-1
14594	失魂者		9C	E8	A9	-1
14595	失魂者		9C	E8	A9	-1
14596	失魂者		9C	E8	A9	-1
14597	失魂者		9C	E8	A9	-1
14598	失魂者		9C	E8	A9	-1
14599	失魂者		9C	E8	A9	-1
14600	失魂者		9C	E8	A9	-1
14601	失魂者		9C	E8	A9	-1
14602	失魂者		9C	E8	A9	-1
14603	失魂者		9C	E8	A9	-1
14604	失魂者		9C	E8	A9	-1
14605	失魂者		9C	E8	A9	-1
14606	失魂者		9C	E8	A9	-1
14607	失魂者		9C	E8	A9	-1
14608	失魂者		9C	E8	A9	-1
14609	失魂者		9C	E8	A9	-1
14610	失魂者		9C	E8	A9	-1
14611	失魂者		9C	E8	A9	-1
14612	失魂者		9C	E8	A9	-1
14613	失魂者		9C	E8	A9	-1
14614	失魂者		9C	E8	A9	-1
14615	失魂者		9C	E8	A9	-1
14616	失魂者		9C	E8	A9	-1
14617	失魂者		9C	E8	A9	-1
14618	失魂者		9C	E8	A9	-1
14619	夜靈		9C	E8	A9	-1
14620	夜靈		9C	E8	A9	-1
14621	夜靈		9C	E8	A9	-1
14622	夜靈		9C	E8	A9	-1
14623	夜靈		9C	E8	A9	-1
14624	夜靈		9C	E8	A9	-1
14625	夜靈		9C	E8	A9	-1
14626	夜靈		9C	E8	A9	-1
14627	夜靈		9C	E8	A9	-1
14628	夜靈		9C	E8	A9	-1
14633	夜靈		9C	E8	A9	-1
14634	夜靈		9C	E8	A9	-1
14635	夜靈		9C	E8	A9	-1
14636	夜靈		9C	E8	A9	-1
14637	夜靈		9C	E8	A9	-1
14638	夜靈		9C	E8	A9	-1
14639	夜靈		9C	E8	A9	-1
14640	夜靈		9C	E8	A9	-1
14641	夜靈		9C	E8	A9	-1
14642	夜靈		9C	E8	A9	-1
14643	夜靈		9C	E8	A9	-1
14644	夜靈		9C	E8	A9	-1
14645	夜靈		9C	E8	A9	-1
14646	夜靈		9C	E8	A9	-1
14647	夜靈		9C	E8	A9	-1
14648	夜靈		9C	E8	A9	-1
14649	夜靈		9C	E8	A9	-1
14650	夜靈		9C	E8	A9	-1
14651	夜靈		9C	E8	A9	-1
14652	夜靈		9C	E8	A9	-1
14653	夜靈		9C	E8	A9	-1
14654	夜靈		9C	E8	A9	-1
14655	夜靈		9C	E8	A9	-1
14656	夜靈		9C	E8	A9	-1
14657	夜靈		9C	E8	A9	-1
14658	夜靈		9C	E8	A9	-1
14659	夜靈		9C	E8	A9	-1
14660	夜靈		9C	E8	A9	-1
14661	夜靈		9C	E8	A9	-1
14662	夜靈		9C	E8	A9	-1
14663	機械高崙		9C	E8	A9	-1
14664	機械高崙		9C	E8	A9	-1
14665	機械高崙		9C	E8	A9	-1
14666	機械高崙		9C	E8	A9	-1
14667	機械高崙		9C	E8	A9	-1
14668	機械高崙		9C	E8	A9	-1
14669	機械高崙		9C	E8	A9	-1
14670	機械高崙		9C	E8	A9	-1
14671	機械高崙		9C	E8	A9	-1
14672	機械高崙		9C	E8	A9	-1
14673	機械高崙		9C	E8	A9	-1
14674	機械高崙		9C	E8	A9	-1
14675	機械高崙		9C	E8	A9	-1
14676	機械高崙		9C	E8	A9	-1
14677	機械高崙		9C	E8	A9	-1
14678	機械高崙		9C	E8	A9	-1
14679	機械高崙		9C	E8	A9	-1
14680	機械高崙		9C	E8	A9	-1
14681	機械高崙		9C	E8	A9	-1
14682	機械高崙		9C	E8	A9	-1
14683	機械高崙		9C	E8	A9	-1
14684	機械高崙		9C	E8	A9	-1
14685	機械高崙		9C	E8	A9	-1
14686	機械高崙		9C	E8	A9	-1
14687	機械高崙		9C	E8	A9	-1
14688	機械高崙		9C	E8	A9	-1
14689	機械高崙		9C	E8	A9	-1
14690	機械高崙		9C	E8	A9	-1
14691	機械高崙		9C	E8	A9	-1
14692	機械高崙		9C	E8	A9	-1
14693	機械高崙		9C	E8	A9	-1
14694	機械高崙		9C	E8	A9	-1
14695	機械高崙		9C	E8	A9	-1
14696	機械高崙		9C	E8	A9	-1
14697	機械高崙		9C	E8	A9	-1
14698	機械高崙		9C	E8	A9	-1
14699	機械高崙		9C	E8	A9	-1
14700	機械高崙		9C	E8	A9	-1
14701	機械高崙		9C	E8	A9	-1
14702	大炸彈		9C	E8	A9	-1
14703	大炸彈		9C	E8	A9	-1
14704	大炸彈		9C	E8	A9	-1
14705	大炸彈		9C	E8	A9	-1
14706	大炸彈		9C	E8	A9	-1
14707	大炸彈		9C	E8	A9	-1
14708	大炸彈		9C	E8	A9	-1
14709	大炸彈		9C	E8	A9	-1
14710	大炸彈		9C	E8	A9	-1
14711	大炸彈		9C	E8	A9	-1
14712	大炸彈		9C	E8	A9	-1
14713	大炸彈		9C	E8	A9	-1
14714	大炸彈		9C	E8	A9	-1
14715	大炸彈		9C	E8	A9	-1
14716	大炸彈		9C	E8	A9	-1
14717	大炸彈		9C	E8	A9	-1
14718	大炸彈		9C	E8	A9	-1
14719	大炸彈		9C	E8	A9	-1
14720	大炸彈		9C	E8	A9	-1
14721	大炸彈		9C	E8	A9	-1
14722	大炸彈		9C	E8	A9	-1
14723	大炸彈		9C	E8	A9	-1
14724	大炸彈		9C	E8	A9	-1
14725	大炸彈		9C	E8	A9	-1
14726	大炸彈		9C	E8	A9	-1
14727	大炸彈		9C	E8	A9	-1
14728	大炸彈		9C	E8	A9	-1
14729	大炸彈		9C	E8	A9	-1
14730	大炸彈		9C	E8	A9	-1
14731	大炸彈		9C	E8	A9	-1
14732	大炸彈		9C	E8	A9	-1
14733	大炸彈		9C	E8	A9	-1
14734	大炸彈		9C	E8	A9	-1
14735	大炸彈		9C	E8	A9	-1
14736	大炸彈		9C	E8	A9	-1
14737	攻城高崙		9C	E8	A9	-1
14738	攻城高崙		9C	E8	A9	-1
14739	攻城高崙		9C	E8	A9	-1
14740	攻城高崙		9C	E8	A9	-1
14741	攻城高崙		9C	E8	A9	-1
14742	攻城高崙		9C	E8	A9	-1
14743	攻城高崙		9C	E8	A9	-1
14744	攻城高崙		9C	E8	A9	-1
14745	攻城高崙		9C	E8	A9	-1
14746	攻城高崙		9C	E8	A9	-1
14747	攻城高崙		9C	E8	A9	-1
14748	攻城高崙		9C	E8	A9	-1
14749	攻城高崙		9C	E8	A9	-1
14750	攻城高崙		9C	E8	A9	-1
14751	攻城高崙		9C	E8	A9	-1
14752	攻城高崙		9C	E8	A9	-1
14753	攻城高崙		9C	E8	A9	-1
14754	攻城高崙		9C	E8	A9	-1
14755	攻城高崙		9C	E8	A9	-1
14756	攻城高崙		9C	E8	A9	-1
14757	攻城高崙		9C	E8	A9	-1
14758	攻城高崙		9C	E8	A9	-1
14759	攻城高崙		9C	E8	A9	-1
14760	攻城高崙		9C	E8	A9	-1
14761	攻城高崙		9C	E8	A9	-1
14762	攻城高崙		9C	E8	A9	-1
14763	攻城高崙		9C	E8	A9	-1
14764	攻城高崙		9C	E8	A9	-1
14765	攻城高崙		9C	E8	A9	-1
14766	攻城高崙		9C	E8	A9	-1
14767	攻城高崙		9C	E8	A9	-1
14768	野豬加農砲		9C	E8	A9	-1
14769	野豬加農砲		9C	E8	A9	-1
14770	野豬加農砲		9C	E8	A9	-1
14771	野豬加農砲		9C	E8	A9	-1
14772	野豬加農砲		9C	E8	A9	-1
14773	野豬加農砲		9C	E8	A9	-1
14774	野豬加農砲		9C	E8	A9	-1
14775	野豬加農砲		9C	E8	A9	-1
14776	野豬加農砲		9C	E8	A9	-1
14777	野豬加農砲		9C	E8	A9	-1
14778	野豬加農砲		9C	E8	A9	-1
14779	野豬加農砲		9C	E8	A9	-1
14780	野豬加農砲		9C	E8	A9	-1
14781	野豬加農砲		9C	E8	A9	-1
14782	野豬加農砲		9C	E8	A9	-1
14783	野豬加農砲		9C	E8	A9	-1
14784	野豬加農砲		9C	E8	A9	-1
14785	野豬加農砲		9C	E8	A9	-1
14786	野豬加農砲		9C	E8	A9	-1
14787	野豬加農砲		9C	E8	A9	-1
14788	野豬加農砲		9C	E8	A9	-1
14789	野豬加農砲		9C	E8	A9	-1
14790	野豬加農砲		9C	E8	A9	-1
14791	野豬加農砲		9C	E8	A9	-1
14792	野豬加農砲		9C	E8	A9	-1
14793	野豬加農砲		9C	E8	A9	-1
14794	野豬加農砲		9C	E8	A9	-1
14795	野豬加農砲		9C	E8	A9	-1
14796	野豬加農砲		9C	E8	A9	-1
14797	野豬加農砲		9C	E8	A9	-1
14798	野豬加農砲		9C	E8	A9	-1
14799	黑暗豹		9C	E8	A9	-1
14800	黑暗豹		9C	E8	A9	-1
14801	黑暗豹		9C	E8	A9	-1
14802	黑暗豹		9C	E8	A9	-1
14803	黑暗豹		9C	E8	A9	-1
14804	黑暗豹		9C	E8	A9	-1
14805	黑暗豹		9C	E8	A9	-1
14806	黑暗豹		9C	E8	A9	-1
14807	黑暗豹		9C	E8	A9	-1
14808	黑暗豹		9C	E8	A9	-1
14809	黑暗豹		9C	E8	A9	-1
14810	黑暗豹		9C	E8	A9	-1
14811	黑暗豹		9C	E8	A9	-1
14812	黑暗豹		9C	E8	A9	-1
14813	黑暗豹		9C	E8	A9	-1
14814	黑暗豹		9C	E8	A9	-1
14815	黑暗豹		9C	E8	A9	-1
14816	黑暗豹		9C	E8	A9	-1
14817	黑暗豹		9C	E8	A9	-1
14818	黑暗豹		9C	E8	A9	-1
14819	黑暗豹		9C	E8	A9	-1
14820	黑暗豹		9C	E8	A9	-1
14821	黑暗豹		9C	E8	A9	-1
14822	黑暗豹		9C	E8	A9	-1
14823	黑暗豹		9C	E8	A9	-1
14824	黑暗豹		9C	E8	A9	-1
14825	黑暗豹		9C	E8	A9	-1
14826	黑暗豹		9C	E8	A9	-1
14827	黑暗豹		9C	E8	A9	-1
14828	黑暗豹		9C	E8	A9	-1
14829	黑暗豹		9C	E8	A9	-1
14830	黑暗豹		9C	E8	A9	-1
14831	黑暗豹		9C	E8	A9	-1
14832	黑暗豹		9C	E8	A9	-1
14833	黑暗豹		9C	E8	A9	-1
14834	黑暗豹		9C	E8	A9	-1
14835	黑暗豹		9C	E8	A9	-1
14836	國王貓		9C	E8	A9	-1
14837	輝煌獨角獸		9C	E8	A9	-1
14838	幽冥之主		9C	E8	A9	-1
14839	奇襲加農砲		9C	E8	A9	-1
14840	奇襲加農砲		9C	E8	A9	-1
14841	奇襲加農砲		9C	E8	A9	-1
14842	奇襲加農砲		9C	E8	A9	-1
14843	奇襲加農砲		9C	E8	A9	-1
14844	奇襲加農砲		9C	E8	A9	-1
14845	奇襲加農砲		9C	E8	A9	-1
14846	奇襲加農砲		9C	E8	A9	-1
14847	奇襲加農砲		9C	E8	A9	-1
14848	奇襲加農砲		9C	E8	A9	-1
14849	奇襲加農砲		9C	E8	A9	-1
14850	奇襲加農砲		9C	E8	A9	-1
14851	奇襲加農砲		9C	E8	A9	-1
14852	奇襲加農砲		9C	E8	A9	-1
14853	奇襲加農砲		9C	E8	A9	-1
14854	奇襲加農砲		9C	E8	A9	-1
14855	奇襲加農砲		9C	E8	A9	-1
14856	奇襲加農砲		9C	E8	A9	-1
14857	奇襲加農砲		9C	E8	A9	-1
14858	奇襲加農砲		9C	E8	A9	-1
14859	奇襲加農砲		9C	E8	A9	-1
14860	奇襲加農砲		9C	E8	A9	-1
14861	奇襲加農砲		9C	E8	A9	-1
14862	奇襲加農砲		9C	E8	A9	-1
14863	奇襲加農砲		9C	E8	A9	-1
14864	奇襲加農砲		9C	E8	A9	-1
14865	奇襲加農砲		9C	E8	A9	-1
14866	奇襲加農砲		9C	E8	A9	-1
14867	奇襲加農砲		9C	E8	A9	-1
14868	奇襲加農砲		9C	E8	A9	-1
14869	奇襲加農砲		9C	E8	A9	-1
14870	聖恩獸		9C	E8	A9	-1
14871	國王貓		9C	E8	A9	-1
14872	國王貓		9C	E8	A9	-1
14873	國王貓		9C	E8	A9	-1
14874	國王貓		9C	E8	A9	-1
14875	國王貓		9C	E8	A9	-1
14876	國王貓		9C	E8	A9	-1
14877	國王貓		9C	E8	A9	-1
14878	國王貓		9C	E8	A9	-1
14879	國王貓		9C	E8	A9	-1
14880	國王貓		9C	E8	A9	-1
14881	國王貓		9C	E8	A9	-1
14882	國王貓		9C	E8	A9	-1
14883	國王貓		9C	E8	A9	-1
14884	國王貓		9C	E8	A9	-1
14885	國王貓		9C	E8	A9	-1
14886	輝煌獨角獸		9C	E8	A9	-1
14887	輝煌獨角獸		9C	E8	A9	-1
14888	輝煌獨角獸		9C	E8	A9	-1
14889	輝煌獨角獸		9C	E8	A9	-1
14890	輝煌獨角獸		9C	E8	A9	-1
14891	輝煌獨角獸		9C	E8	A9	-1
14892	輝煌獨角獸		9C	E8	A9	-1
14893	輝煌獨角獸		9C	E8	A9	-1
14894	輝煌獨角獸		9C	E8	A9	-1
14895	輝煌獨角獸		9C	E8	A9	-1
14896	輝煌獨角獸		9C	E8	A9	-1
14897	輝煌獨角獸		9C	E8	A9	-1
14898	輝煌獨角獸		9C	E8	A9	-1
14899	輝煌獨角獸		9C	E8	A9	-1
14900	輝煌獨角獸		9C	E8	A9	-1
14901	幽冥之主		9C	E8	A9	-1
14902	幽冥之主		9C	E8	A9	-1
14903	幽冥之主		9C	E8	A9	-1
14904	幽冥之主		9C	E8	A9	-1
14905	幽冥之主		9C	E8	A9	-1
14906	幽冥之主		9C	E8	A9	-1
14907	幽冥之主		9C	E8	A9	-1
14908	幽冥之主		9C	E8	A9	-1
14909	幽冥之主		9C	E8	A9	-1
14910	幽冥之主		9C	E8	A9	-1
14911	幽冥之主		9C	E8	A9	-1
14912	幽冥之主		9C	E8	A9	-1
14913	幽冥之主		9C	E8	A9	-1
14914	幽冥之主		9C	E8	A9	-1
14915	幽冥之主		9C	E8	A9	-1
14916	底格里斯		9C	E8	A9	-1
14917	底格里斯		9C	E8	A9	-1
14918	小鳳凰		9C	E8	A9	-1
14919	亞歐達		9C	E8	A9	-1
14920	恆星弓箭手		9C	E8	A9	-1
14921	深淵苦痛者		9C	E8	A9	-1
14922	亞歐達		9C	E8	A9	-1
14923	恆星弓箭手		9C	E8	A9	-1
14924	深淵苦痛者		9C	E8	A9	-1
14925	光之精靈		9C	E8	A9	-1
14926	納比亞羅普		9C	E8	A9	-1
14927	死亡之門		9C	E8	A9	-1
14928	霍德林		9C	E8	A9	-1
14929	伶俐巨熊		9C	E8	A9	-1
14930	劍齒利虎		9C	E8	A9	-1
14931	殘酷死神		9C	E8	A9	-1
14932	疾電雷鷹		9C	E8	A9	-1
14933	生命之樹		9C	E8	A9	-1
14934	擊倒之貓		9C	E8	A9	-1
14935	跳躍之貓		9C	E8	A9	-1
14936	黃金雄獅		9C	E8	A9	-1
14937	黃金雄獅		9C	E8	A9	-1
14938	黃金雄獅		9C	E8	A9	-1
14939	黃金雄獅		9C	E8	A9	-1
14940	疾電雷鷹		9C	E8	A9	-1
14941	疾電雷鷹		9C	E8	A9	-1
14942	疾電雷鷹		9C	E8	A9	-1
14943	生命之樹		9C	E8	A9	-1
14944	光之精靈		9C	E8	A9	-1
14945	光之精靈		9C	E8	A9	-1
14946	光之精靈		9C	E8	A9	-1
14947	伶俐巨熊		9C	E8	A9	-1
14948	伶俐巨熊		9C	E8	A9	-1
14949	伶俐巨熊		9C	E8	A9	-1
14950	伶俐巨熊		9C	E8	A9	-1
14951	伶俐巨熊		9C	E8	A9	-1
14952	伶俐巨熊		9C	E8	A9	-1
14953	伶俐巨熊		9C	E8	A9	-1
14954	劍齒利虎		9C	E8	A9	-1
14955	劍齒利虎		9C	E8	A9	-1
14956	劍齒利虎		9C	E8	A9	-1
14957	劍齒利虎		9C	E8	A9	-1
14958	劍齒利虎		9C	E8	A9	-1
14959	劍齒利虎		9C	E8	A9	-1
14960	劍齒利虎		9C	E8	A9	-1
14961	殘酷死神		9C	E8	A9	-1
14962	殘酷死神		9C	E8	A9	-1
14963	殘酷死神		9C	E8	A9	-1
14964	殘酷死神		9C	E8	A9	-1
14965	殘酷死神		9C	E8	A9	-1
14966	殘酷死神		9C	E8	A9	-1
14967	殘酷死神		9C	E8	A9	-1
14968	納比亞羅普		9C	E8	A9	-1
14969	納比亞羅普		9C	E8	A9	-1
14970	納比亞羅普		9C	E8	A9	-1
14971	伶俐巨熊		9C	E8	A9	-1
14972	劍齒利虎		9C	E8	A9	-1
14973	殘酷死神		9C	E8	A9	-1
14974	黃金獅子		9C	E8	A9	-1
14975	黃金獅子		9C	E8	A9	-1
14976	黃金獅子		9C	E8	A9	-1
14977	黃金獅子		9C	E8	A9	-1
14978	黃金獅子		9C	E8	A9	-1
14979	黃金獅子		9C	E8	A9	-1
14980	黃金獅子		9C	E8	A9	-1
14981	黃金獅子		9C	E8	A9	-1
14982	黃金獅子		9C	E8	A9	-1
14983	黃金獅子		9C	E8	A9	-1
14984	黃金獅子		9C	E8	A9	-1
14985	黃金獅子		9C	E8	A9	-1
14986	疾電雷鷹		9C	E8	A9	-1
14987	疾電雷鷹		9C	E8	A9	-1
14988	疾電雷鷹		9C	E8	A9	-1
14989	疾電雷鷹		9C	E8	A9	-1
14990	疾電雷鷹		9C	E8	A9	-1
14991	疾電雷鷹		9C	E8	A9	-1
14992	疾電雷鷹		9C	E8	A9	-1
14993	疾電雷鷹		9C	E8	A9	-1
14994	疾電雷鷹		9C	E8	A9	-1
14995	疾電雷鷹		9C	E8	A9	-1
